mode,keys_checked,checks_performed,avg_before_if_ns,avg_after_if_ns,avg_total_ns,checks_before_if,checks_after_if, total_decaps_time
Classic,400,58,6378304.59,12602463.00,6596005.67,58,1,395569110.00
Classic,400,216,6434674.71,12545371.00,6493214.45,216,1,1415644337.00
Classic,400,214,6407647.49,13086609.00,6469448.32,214,1,1397588632.00
Classic,400,317,6465796.83,12729975.00,6506518.01,317,1,2075733156.00
Classic,400,389,6425186.86,12780513.00,6458506.59,389,1,2525744535.00
Classic,400,171,6488580.73,12643285.00,6563043.84,171,1,1135624916.00
Classic,400,20,6445886.50,12553797.00,7073960.45,20,1,154696797.00
Classic,400,307,6512193.19,12456535.00,6553251.47,307,1,2026099032.00
Classic,400,309,6390169.03,12636161.00,6431365.57,309,1,2000323104.00
Classic,400,270,6396158.66,12471816.00,6442692.18,270,1,1752939957.00
Classic,400,237,6379588.29,12627174.00,6433188.79,237,1,1537746973.00
Classic,400,12,6346016.17,12425899.00,7382367.33,12,1,101231808.00
Classic,400,257,6440585.58,12499260.00,6489742.77,257,1,1681765627.00
Classic,400,390,6460826.04,13019498.00,6494821.48,390,1,2546441088.00
Classic,400,396,6464038.62,12871311.00,6497090.62,396,1,2586737641.00
Classic,400,8,6413742.88,12487396.00,7975519.00,8,1,76731519.00
Classic,400,68,6421005.34,12858570.00,6610584.76,68,1,462439495.00
Classic,400,317,6485029.81,13112106.00,6526896.45,317,1,2082064705.00
Classic,400,268,6577580.69,13798551.00,6629745.90,268,1,1790316521.00
Classic,400,138,6584971.77,12689766.00,6677555.73,138,1,935720224.00
Classic,400,128,6442846.32,12748166.00,6542947.45,128,1,850382707.00
Classic,400,93,6497503.27,13326780.00,6641292.48,93,1,630760058.00
Classic,400,187,6504125.74,12810709.00,6573037.22,187,1,1242750715.00
Classic,400,156,6521551.08,12831922.00,6604383.35,156,1,1043372159.00
Classic,400,217,6480679.00,13276661.00,6542397.80,217,1,1432991922.00
Classic,400,65,6431582.85,12659109.00,6626971.35,65,1,443891028.00
Classic,400,91,6482145.62,12429784.00,6619236.11,91,1,615260164.00
Classic,400,190,6423551.33,13202818.00,6493426.03,190,1,1246914172.00
Classic,400,299,6441134.92,12754091.00,6484453.98,299,1,1952221614.00
Classic,400,12,6605728.00,13099065.00,7698115.83,12,1,105699171.00
Classic,400,343,6600330.94,12752494.00,6637989.85,343,1,2290166829.00
Classic,400,355,6500729.84,12380662.00,6536122.72,355,1,2334103095.00
Classic,400,397,6522374.46,13691330.00,6557232.10,397,1,2616536986.00
Classic,400,360,6499406.50,12817353.00,6535352.87,360,1,2366199577.00
Classic,400,378,6453810.57,13095097.00,6488810.72,378,1,2466109188.00
Classic,400,287,6508011.43,12510010.00,6551945.21,287,1,1893454009.00
Classic,400,73,6496654.01,12674555.00,6670653.33,73,1,500202076.00
Classic,490,358,6481742.70,12909180.00,6518147.67,358,1,2347372512.00
Classic,490,142,6491207.92,12685223.00,6580896.01,142,1,948003086.00
Classic,490,110,6544595.48,12721436.00,6660644.75,110,1,746189000.00
Classic,490,31,6416136.55,13170192.00,6841395.29,31,1,225527036.00
Classic,490,440,6499519.03,12662246.00,6528658.83,440,1,2886498319.00
Classic,490,398,6511607.73,12638388.00,6543694.39,398,1,2617876448.00
Classic,490,343,6488165.66,12918649.00,6526248.59,343,1,2252422411.00
Classic,490,172,6487974.65,12648320.00,6561858.30,172,1,1141958746.00
Classic,490,332,6467017.16,13359320.00,6507615.53,332,1,2173828705.00
Classic,490,79,6607751.11,12668964.00,6768523.99,79,1,547797271.00
Classic,490,425,6457489.59,12523482.00,6487300.34,425,1,2771217111.00
Classic,490,43,6403654.60,12698823.00,6699347.72,43,1,301156751.00
Classic,490,125,6426875.20,12673025.00,6528595.90,125,1,829295562.00
Classic,490,11,6338572.18,12592424.00,7483813.18,11,1,95138567.00
Classic,490,351,6426238.71,12424904.00,6461968.02,351,1,2281403709.00
Classic,490,212,6401049.46,12798095.00,6461843.57,212,1,1383699632.00
Classic,490,431,6428471.39,13384702.00,6459849.58,431,1,2797485079.00
Classic,490,389,6436501.86,12797010.00,6469726.93,389,1,2530305906.00
Classic,490,25,6455011.48,12415482.00,6952080.40,25,1,186904558.00
Classic,490,280,6430591.48,12536229.00,6475665.99,280,1,1826689984.00
Classic,490,143,6405935.39,12841324.00,6496083.60,143,1,941920232.00
Classic,490,241,6409383.78,12742763.00,6462609.14,241,1,1570856720.00
Classic,490,98,6500123.07,12491021.00,6628197.78,98,1,662408388.00
Classic,490,420,6445324.79,12748322.00,6475999.76,420,1,2734091967.00
Classic,490,14,6452835.00,12506499.00,7346622.21,14,1,115572451.00
Classic,490,260,6407927.37,12792877.00,6457461.60,260,1,1691915515.00
Classic,490,15,6370790.93,12661982.00,7215370.00,15,1,121432064.00
Classic,490,104,6446345.92,12718021.00,6569079.41,104,1,696313463.00
Classic,490,185,6417984.99,12739348.00,6487184.45,185,1,1213097380.00
Classic,490,443,6434440.35,12559466.00,6463160.66,443,1,2877354034.00
Classic,490,65,6526427.66,13686892.00,6737420.37,65,1,451523937.00
Classic,490,102,6422977.40,12661960.00,6547471.95,102,1,680610310.00
Classic,490,220,6454596.00,12734664.00,6512803.03,220,1,1446004481.00
Classic,490,133,6488242.65,12803299.00,6585001.76,133,1,889219754.00
Classic,490,198,6462305.30,12875439.00,6527658.31,198,1,1305439489.00
Classic,490,451,6447638.63,12907793.00,6476596.62,451,1,2934249369.00
Classic,490,354,6478625.99,12648268.00,6514682.93,354,1,2319369221.00
Classic,490,112,6440689.55,12854951.00,6555821.16,112,1,747223162.00
Classic,490,466,6469121.69,12472391.00,6496211.38,466,1,3040705900.00
Classic,490,223,6450583.54,12645092.00,6507638.22,223,1,1464669817.00
Classic,490,415,6442359.07,13669467.00,6475618.22,415,1,2700602465.00
Classic,490,84,6483119.85,12927814.00,6637438.24,84,1,570782201.00
Classic,490,227,6427374.55,12387674.00,6482272.15,227,1,1484778990.00
Classic,490,212,6474988.72,12454360.00,6534105.92,212,1,1398291827.00
Classic,490,399,6475088.84,12535101.00,6506855.86,399,1,2609435556.00
Classic,490,171,6497304.62,12773806.00,6572372.22,171,1,1137045493.00
Classic,490,25,6605818.40,12930010.00,7123441.68,25,1,191466672.00
Classic,490,312,6434924.84,12538118.00,6475449.03,312,1,2033678404.00
Classic,490,429,6451911.93,12818626.00,6482106.01,429,1,2794146588.00
Classic,490,109,6389067.80,12556545.00,6504642.81,109,1,722083863.00
Classic,490,110,6408478.32,12557629.00,6523050.44,110,1,730568617.00
Classic,490,193,6442848.74,12589313.00,6508427.97,193,1,1269447837.00
Classic,490,41,6487079.71,12577914.00,6794374.00,41,1,291773540.00
Classic,490,246,6489205.25,13020141.00,6542469.64,246,1,1622901305.00
Classic,490,193,6478252.15,12542112.00,6545787.91,193,1,1276485860.00
Classic,490,78,6456774.74,12629479.00,6619129.69,78,1,529456593.00
Classic,490,251,6406312.60,12857784.00,6458134.71,251,1,1634101855.00
Classic,490,308,6454797.28,12784133.00,6496656.72,308,1,2014352113.00
Classic,490,91,6533738.13,12672925.00,6673391.76,91,1,620437790.00
Classic,490,155,6426584.22,12652303.00,6508584.53,155,1,1021886356.00
Classic,490,213,6456474.16,12595181.00,6515977.39,213,1,1401048660.00
Classic,490,35,6448804.09,12645544.00,6810535.89,35,1,251988067.00
Classic,490,125,6489459.99,12564955.00,6590368.66,125,1,836805282.00
Classic,490,409,6456649.61,12518143.00,6487589.79,409,1,2666734732.00
Classic,490,476,6436707.04,12716986.00,6463756.34,476,1,3090225461.00
Classic,490,135,6412508.96,12662897.00,6506772.06,135,1,891740576.00
Classic,490,389,6435401.80,12824385.00,6468706.48,389,1,2530247521.00
Classic,490,157,6454146.38,12744417.00,6535658.64,157,1,1039324106.00
Classic,490,6,6555869.67,13485512.00,8804150.33,6,1,65850662.00
Classic,490,103,6442193.87,12826319.00,6567115.28,103,1,689469663.00
Classic,490,342,6406133.87,12742932.00,6443710.71,342,1,2216920868.00
Classic,490,42,6392244.40,13071381.00,6703871.69,42,1,294539418.00
Classic,490,125,6439229.53,12546689.00,6539988.98,125,1,830590141.00
Classic,490,477,6420872.47,12422695.00,6447275.56,477,1,3088703332.00
Classic,490,79,6441182.16,12436088.00,6598899.30,79,1,534271004.00
Classic,490,421,6437617.38,12599326.00,6467879.34,421,1,2736272015.00
Classic,490,223,6407868.56,12521763.00,6464372.05,223,1,1454645778.00
Classic,490,227,6387905.44,12464590.00,6443129.98,227,1,1475775361.00
Classic,490,373,6385733.16,12702231.00,6420110.41,373,1,2408076837.00
Classic,490,136,6381859.56,12550008.00,6474511.86,136,1,893828528.00
Classic,490,292,6390974.96,12802469.00,6435178.61,292,1,1892267426.00
Classic,490,444,6397092.06,12544205.00,6425651.87,444,1,2866599289.00
Classic,490,156,6444063.66,12708190.00,6525911.51,156,1,1031396420.00
Classic,490,178,6447696.19,12499784.00,6518279.51,178,1,1173427026.00
Classic,490,457,6465617.78,13847717.00,6496471.43,457,1,2985743865.00
Classic,490,487,6441647.31,13587311.00,6469964.87,487,1,3164315372.00
Classic,490,230,6375635.07,12550051.00,6430520.56,230,1,1492299352.00
Classic,490,120,6422169.23,13127014.00,6531852.17,120,1,797337069.00
Classic,490,480,6469987.51,12702303.00,6496781.73,480,1,3131797863.00
Classic,490,416,6424977.17,12498214.00,6455319.22,416,1,2698888499.00
Classic,490,47,6532287.68,12569442.00,6800085.60,47,1,332942506.00
Classic,490,449,6403420.57,13213211.00,6433156.25,449,1,2901785377.00
Classic,490,197,6476297.96,12573310.00,6540465.43,197,1,1301735533.00
Classic,490,116,6454842.79,12620510.00,6563992.84,116,1,774394821.00
Classic,490,370,6399436.78,12645584.00,6433961.80,370,1,2393999318.00
Classic,490,75,6476754.28,12727345.00,6646858.15,75,1,511417425.00
Classic,490,51,6450193.67,12814740.00,6701839.80,51,1,354852167.00
Classic,490,425,6444457.91,12983636.00,6475339.52,425,1,2765178130.00
Classic,490,236,6441933.60,12658771.00,6495928.69,236,1,1546253215.00
Classic,490,280,6399623.34,12799024.00,6445661.90,280,1,1818239125.00
Classic,544,504,6379737.85,12558769.00,6404973.44,504,1,3241866270.00
Classic,544,366,6413864.15,12728863.00,6449030.81,366,1,2374071511.00
Classic,544,219,6381009.12,12454196.00,6438231.67,219,1,1423330521.00
Classic,544,166,6332709.34,12480875.00,6408214.98,166,1,1077179896.00
Classic,544,111,6481242.31,12663103.00,6595685.14,111,1,745195919.00
Classic,544,213,6401176.56,12568970.00,6460497.20,213,1,1389128001.00
Classic,544,100,6525632.58,12472678.00,6650783.70,100,1,678348009.00
Classic,544,225,6418561.14,12810974.00,6475837.28,225,1,1470180458.00
Classic,544,433,6428800.85,12471195.00,6457954.20,433,1,2810184192.00
Classic,544,95,6444555.09,13155255.00,6583424.98,95,1,638271630.00
Classic,544,515,6454822.43,12494786.00,6479416.38,515,1,3350689211.00
Classic,544,144,6398529.93,12572096.00,6486235.19,144,1,947833985.00
Classic,544,348,6453017.51,12994712.00,6490705.63,348,1,2272070026.00
Classic,544,342,6424170.01,12600745.00,6461368.42,342,1,2223208074.00
Classic,544,71,6528629.25,12690178.00,6707840.28,71,1,489717106.00
Classic,544,220,6491319.29,13231089.00,6551827.89,220,1,1455019344.00
Classic,544,276,6481378.35,12684989.00,6527723.59,276,1,1816010332.00
Classic,544,408,6496932.15,12606023.00,6528196.10,408,1,2677012922.00
Classic,544,149,6309476.58,12435698.00,6393205.59,149,1,965559450.00
Classic,544,198,6314896.65,12587488.00,6378746.08,198,1,1275882048.00
Classic,544,441,6424514.14,12373588.00,6452965.45,441,1,2859236185.00
Classic,544,173,6432247.57,13006258.00,6507927.53,173,1,1139087186.00
Classic,544,354,6415420.80,13600533.00,6454242.34,354,1,2298068707.00
Classic,544,310,6378506.90,12472488.00,6419110.86,310,1,2002881339.00
Classic,544,370,6482681.13,12485109.00,6516799.48,370,1,2424708815.00
Classic,544,177,6488493.71,13347295.00,6564289.88,177,1,1175433118.00
Classic,544,435,6501310.92,12560889.00,6530543.95,435,1,2854501726.00
Classic,544,118,6513213.40,12580421.00,6620219.31,118,1,794124154.00
Classic,544,70,6511775.89,12521311.00,6691049.63,70,1,481563361.00
Classic,544,16,6395413.31,12495155.00,7176957.25,16,1,127876155.00
Classic,544,428,6503466.36,12720979.00,6533539.87,428,1,2809806984.00
Classic,544,197,6525428.71,12969115.00,6591646.87,197,1,1312111687.00
Classic,544,524,6538128.39,12733409.00,6562805.17,524,1,3452909162.00
Classic,544,122,6499354.19,13141031.00,6607439.84,122,1,819429033.00
Classic,544,500,6473164.61,12811173.00,6499169.94,500,1,3263226208.00
Classic,544,454,6488237.22,12781069.00,6516769.46,454,1,2972158689.00
Classic,544,9,6902753.89,12491036.00,8291350.00,9,1,87954546.00
Classic,544,176,6463310.60,12535289.00,6534953.98,176,1,1163401409.00
Classic,544,349,6449863.12,12481937.00,6485988.36,349,1,2276698553.00
Classic,544,319,6547444.31,13726334.00,6590850.18,319,1,2116121479.00
Classic,544,272,6516097.21,13010449.00,6564296.43,272,1,1798635940.00
Classic,544,459,6480424.85,16012320.00,6515839.08,459,1,3004551165.00
Classic,544,320,6437239.61,12889533.00,6477897.74,320,1,2086406899.00
Classic,544,12,6917952.42,13224190.00,8020586.08,12,1,110079946.00
Classic,544,353,6543549.44,12970342.00,6580738.71,353,1,2337035880.00
Classic,544,294,6503825.92,12460153.00,6546565.54,294,1,1938025260.00
Classic,544,212,6483737.93,12962128.00,6545250.28,212,1,1400556609.00
Classic,544,55,6490591.45,12519803.00,6718620.76,55,1,382548109.00
Classic,544,24,6864977.54,12721290.00,7395584.54,24,1,190793861.00
Classic,544,166,6476173.28,12466484.00,6551628.37,166,1,1100573352.00
Classic,544,525,6344658.60,12521387.00,6368798.87,525,1,3357246281.00
Classic,544,272,6383394.31,12932093.00,6431253.85,272,1,1762673889.00
Classic,544,51,6362781.59,12454282.00,6607341.00,51,1,349913160.00
Classic,544,286,6406701.65,12503110.00,6450741.29,286,1,1858527416.00
Classic,544,97,6333033.87,12704969.00,6464314.54,97,1,640085632.00
Classic,544,424,6348496.01,12452909.00,6378241.13,424,1,2718094765.00
Classic,544,331,6429258.52,12707334.00,6467967.48,331,1,2154587199.00
Classic,544,246,6374629.98,12451800.00,6425551.28,246,1,1593705871.00
Classic,544,28,6371399.11,12500211.00,6818266.04,28,1,203735686.00
Classic,544,181,6405052.65,12460043.00,6474200.39,181,1,1185168642.00
Classic,544,314,6397091.97,12393277.00,6436921.25,314,1,2034486819.00
Classic,544,216,6329196.96,12396374.00,6386939.27,216,1,1392596261.00
Classic,544,496,6359698.25,12529480.00,6385248.79,496,1,3180601694.00
Classic,544,166,6389850.31,12442397.00,6465127.24,166,1,1086407151.00
Classic,544,279,6389343.50,12426662.00,6434194.73,279,1,1808521279.00
Classic,544,451,6340456.32,12525536.00,6368504.42,451,1,2885846199.00
Classic,544,130,6428842.04,12617413.00,6526264.90,130,1,862691853.00
Classic,544,36,6335339.44,13120287.00,6700180.28,36,1,254194838.00
Classic,544,74,6372873.05,13028292.00,6549270.47,74,1,497683021.00
Classic,544,28,6467306.29,12477582.00,6913332.46,28,1,206377024.00
Classic,544,349,6390233.16,12447083.00,6426220.99,349,1,2255961598.00
Classic,544,361,6362214.92,12526039.00,6397253.54,361,1,2322572397.00
Classic,544,199,6357175.60,12812278.00,6421897.10,199,1,1291379949.00
Classic,544,187,6373964.70,12667628.00,6442023.11,187,1,1217642333.00
Classic,544,432,6388607.96,12627776.00,6418164.48,432,1,2785879483.00
Classic,544,179,6348322.78,13017101.00,6421346.63,179,1,1162810283.00
Classic,544,346,6370820.80,12463465.00,6407153.04,346,1,2230179077.00
Classic,544,366,6381996.44,12777921.00,6417229.27,366,1,2362073991.00
Classic,544,356,6389999.00,12508166.00,6425451.25,356,1,2300855457.00
Classic,544,373,6362709.44,12417543.00,6396313.51,373,1,2399585993.00
Classic,544,465,6345648.39,12508432.00,6372870.74,465,1,2976808113.00
Classic,544,213,6339474.28,12514103.00,6398564.78,213,1,1375973321.00
Classic,544,469,6364944.17,12564919.00,6392050.46,469,1,3011135422.00
Classic,544,74,6352288.61,12514018.00,6521810.57,74,1,495563298.00
Classic,544,116,6327250.03,12392880.00,6434424.22,116,1,759270239.00
Classic,544,23,6316076.61,12442491.00,6857473.70,23,1,170419405.00
Classic,544,43,6383542.84,12496982.00,6674515.44,43,1,299816891.00
Classic,544,171,6341619.35,12428572.00,6414603.84,171,1,1109784041.00
Classic,544,234,6342850.04,12858745.00,6398090.02,234,1,1510205912.00
Classic,544,154,6330270.51,12882945.00,6414308.32,154,1,1000915396.00
Classic,544,244,6347451.18,12722591.00,6399919.24,244,1,1576612129.00
Classic,544,238,6353936.30,12576734.00,6407108.90,238,1,1538115789.00
Classic,544,157,6339491.63,12522523.00,6419564.49,157,1,1021104950.00
Classic,544,81,6409191.07,12710725.00,6566520.37,81,1,544936418.00
Classic,544,285,6366458.26,12424820.00,6410345.36,285,1,1840421177.00
Classic,544,154,6348492.18,12738884.00,6431542.81,154,1,1003467532.00
Classic,544,509,6369976.32,12528222.00,6394927.49,509,1,3268646302.00
Classic,544,428,6357331.73,12730866.00,6387401.93,428,1,2747058977.00
Classic,544,120,6343244.08,12769007.00,6450353.09,120,1,787203593.00
Classic,544,243,6350194.31,12647823.00,6402566.72,243,1,1568957613.00
Hybridized,1,1,7955862.00,12683482.00,20640684.00,1,1,33403477.00
Hybridized,1,1,7885975.00,12681590.00,20569342.00,1,1,33380122.00
Hybridized,1,1,7967034.00,12747670.00,20715796.00,1,1,33807595.00
Hybridized,1,1,8187756.00,12443499.00,20632492.00,1,1,33876303.00
Hybridized,1,1,7878268.00,12689716.00,20568848.00,1,1,33433111.00
Hybridized,1,1,8230532.00,12607470.00,20839635.00,1,1,33711481.00
Hybridized,1,1,7999787.00,12831560.00,20832657.00,1,1,33791165.00
Hybridized,1,1,7864092.00,12631670.00,20497143.00,1,1,33477740.00
Hybridized,1,1,8057665.00,12586227.00,20644913.00,1,1,33232957.00
Hybridized,1,1,8037422.00,12523407.00,20562089.00,1,1,33356062.00
Hybridized,1,1,7907075.00,12675471.00,20583565.00,1,1,33469626.00
Hybridized,1,1,7860244.00,13086489.00,20947842.00,1,1,34185941.00
Hybridized,1,1,8304301.00,12530279.00,20836106.00,1,1,34003651.00
Hybridized,1,1,8298548.00,13023931.00,21323796.00,1,1,34501343.00
Hybridized,1,1,7837081.00,12733092.00,20571286.00,1,1,33585035.00
Hybridized,1,1,8095751.00,12773238.00,20870187.00,1,1,34401320.00
Hybridized,1,1,7853265.00,12704464.00,20558880.00,1,1,33350772.00
Hybridized,1,1,8122823.00,12473858.00,20597551.00,1,1,33533685.00
Hybridized,1,1,7967995.00,12679613.00,20648459.00,1,1,33628342.00
Hybridized,1,1,8172805.00,12476585.00,20650594.00,1,1,33433857.00
Hybridized,1,1,8050623.00,12631175.00,20683039.00,1,1,33457984.00
Hybridized,1,1,7994813.00,12497196.00,20493012.00,1,1,33655906.00
Hybridized,1,1,7931030.00,12808375.00,20740418.00,1,1,33586789.00
Hybridized,1,1,7924253.00,12872126.00,20797798.00,1,1,33881427.00
Hybridized,1,1,8221765.00,12695713.00,20918940.00,1,1,33719584.00
Hybridized,1,1,7899092.00,12859815.00,20760055.00,1,1,34394875.00
Hybridized,1,1,7874602.00,12940367.00,20815955.00,1,1,33633109.00
Hybridized,1,1,7830781.00,12390588.00,20222370.00,1,1,32902857.00
Hybridized,1,1,8240191.00,12849790.00,21091440.00,1,1,34553177.00
Hybridized,1,1,7791262.00,13050937.00,20843570.00,1,1,34071215.00
Hybridized,1,1,7758556.00,12590586.00,20349919.00,1,1,32911967.00
Hybridized,1,1,8072079.00,12538595.00,20612328.00,1,1,34100694.00
Hybridized,1,1,7821553.00,12569476.00,20392230.00,1,1,33260815.00
Hybridized,1,1,8026876.00,12549842.00,20577735.00,1,1,33428069.00
Hybridized,1,1,7822639.00,12828755.00,20652475.00,1,1,33602973.00
Hybridized,1,1,7947732.00,12592132.00,20541332.00,1,1,33751842.00
Hybridized,1,1,8343525.00,12618702.00,20963240.00,1,1,33799932.00
Hybridized,1,1,7896859.00,12667396.00,20565321.00,1,1,33676488.00
Hybridized,1,1,8300901.00,12605425.00,20907419.00,1,1,33585443.00
Hybridized,1,1,8248337.00,14688091.00,22937708.00,1,1,36879641.00
Hybridized,1,1,7848402.00,12543088.00,20392441.00,1,1,33201446.00
Hybridized,1,1,8144297.00,12674145.00,20819583.00,1,1,33575769.00
Hybridized,1,1,8060531.00,12667560.00,20729203.00,1,1,33514657.00
Hybridized,1,1,8268294.00,12730664.00,21000517.00,1,1,34456105.00
Hybridized,1,1,7866586.00,12707248.00,20574888.00,1,1,33784741.00
Hybridized,1,1,8234140.00,12442304.00,20677701.00,1,1,33408171.00
Hybridized,1,1,7830951.00,13016777.00,20848840.00,1,1,33716619.00
Hybridized,1,1,7890224.00,12639642.00,20531071.00,1,1,33866500.00
Hybridized,1,1,7878328.00,12435213.00,20314431.00,1,1,32949926.00
Hybridized,1,1,8065256.00,12942559.00,21009056.00,1,1,34223403.00
Hybridized,1,1,7823603.00,12642164.00,20466739.00,1,1,33186960.00
Hybridized,1,1,8026989.00,12570122.00,20598641.00,1,1,33727720.00
Hybridized,1,1,7972958.00,12814365.00,20788499.00,1,1,33540791.00
Hybridized,1,1,8143070.00,12432577.00,20576568.00,1,1,39898181.00
Hybridized,1,1,7865337.00,12880270.00,20747015.00,1,1,33714111.00
Hybridized,1,1,8140697.00,12592566.00,20734431.00,1,1,33718041.00
Hybridized,1,1,7971108.00,12574522.00,20546711.00,1,1,33445632.00
Hybridized,1,1,7860272.00,12783248.00,20644344.00,1,1,33900237.00
Hybridized,1,1,8062584.00,12583020.00,20646671.00,1,1,34307057.00
Hybridized,1,1,8029129.00,12503205.00,20533584.00,1,1,33458070.00
Hybridized,1,1,7863338.00,12811022.00,20675820.00,1,1,33424448.00
Hybridized,1,1,7849098.00,12764541.00,20614655.00,1,1,33628030.00
Hybridized,1,1,8103387.00,12550004.00,20654263.00,1,1,33380042.00
Hybridized,1,1,8147384.00,12726976.00,20875859.00,1,1,34029682.00
Hybridized,1,1,7968887.00,12763381.00,20733486.00,1,1,33587610.00
Hybridized,1,1,8033661.00,12637813.00,20672770.00,1,1,33424988.00
Hybridized,1,1,7939821.00,12591539.00,20532502.00,1,1,33390029.00
Hybridized,1,1,8413491.00,12891754.00,21306593.00,1,1,34285554.00
Hybridized,1,1,7930675.00,12875049.00,20807237.00,1,1,33604736.00
Hybridized,1,1,8021635.00,12980747.00,21003845.00,1,1,34502643.00
Hybridized,1,1,7826131.00,12633705.00,20460802.00,1,1,33297117.00
Hybridized,1,1,7989764.00,12665159.00,20656038.00,1,1,33841960.00
Hybridized,1,1,8389421.00,12636838.00,21027334.00,1,1,34004540.00
Hybridized,1,1,8060245.00,12906538.00,20967803.00,1,1,34367124.00
Hybridized,1,1,8038642.00,12409103.00,20448647.00,1,1,33082178.00
Hybridized,1,1,8032630.00,12442471.00,20475908.00,1,1,33937576.00
Hybridized,1,1,7899900.00,12535398.00,20436902.00,1,1,33295390.00
Hybridized,1,1,7881262.00,12907705.00,20790601.00,1,1,33823358.00
Hybridized,1,1,7953031.00,12867826.00,20822219.00,1,1,33638781.00
Hybridized,1,1,7936676.00,12483660.00,20421403.00,1,1,33145218.00
Hybridized,1,1,7985156.00,12823464.00,20810074.00,1,1,33803031.00
Hybridized,1,1,7946616.00,12637641.00,20585397.00,1,1,34000618.00
Hybridized,1,1,7896577.00,12730193.00,20627952.00,1,1,33267991.00
Hybridized,1,1,8129361.00,12664006.00,20794633.00,1,1,33556989.00
Hybridized,1,1,7947372.00,12829210.00,20777936.00,1,1,33676699.00
Hybridized,1,1,14113108.00,12569883.00,26684252.00,1,1,39827189.00
Hybridized,1,1,7792187.00,12433451.00,20226195.00,1,1,32815727.00
Hybridized,1,1,7845558.00,12637015.00,20483848.00,1,1,33143010.00
Hybridized,1,1,7995197.00,12685712.00,20682247.00,1,1,33763132.00
Hybridized,1,1,7887493.00,12693557.00,20582111.00,1,1,33508149.00
Hybridized,1,1,7911807.00,12641669.00,20554465.00,1,1,33489235.00
Hybridized,1,1,8508545.00,12495505.00,21005283.00,1,1,34255265.00
Hybridized,1,1,7886607.00,12945358.00,20833060.00,1,1,34012260.00
Hybridized,1,1,8176722.00,12772521.00,20950315.00,1,1,34100861.00
Hybridized,1,1,8040777.00,12773039.00,20814813.00,1,1,33766250.00
Hybridized,1,1,8213056.00,12904156.00,21118601.00,1,1,34370392.00
Hybridized,1,1,8028850.00,12486779.00,20516521.00,1,1,33373735.00
Hybridized,1,1,8036534.00,12628199.00,20665955.00,1,1,33762542.00
Hybridized,1,1,8171820.00,12735285.00,20908095.00,1,1,33714006.00
Hybridized,1,1,8001175.00,12758117.00,20760806.00,1,1,33560594.00
Hybridized,5,4,7999860.25,12409387.00,11102862.75,4,1,57308485.00
Hybridized,5,2,8068634.50,12561106.00,14350026.00,2,1,41323446.00
Hybridized,5,5,8051077.00,12711657.00,10594108.20,5,1,65851819.00
Hybridized,5,1,7835734.00,12779917.00,20616633.00,1,1,33422943.00
Hybridized,5,3,7903944.00,12601360.00,12104990.33,3,1,49054400.00
Hybridized,5,1,7888819.00,12568722.00,20458756.00,1,1,33217568.00
Hybridized,5,1,8185555.00,14170110.00,22357048.00,1,1,35505957.00
Hybridized,5,4,7983901.50,12338447.00,11068820.25,4,1,57353827.00
Hybridized,5,5,8190920.80,12774159.00,10746333.40,5,1,66370461.00
Hybridized,5,1,7868714.00,12683239.00,20553027.00,1,1,33400498.00
Hybridized,5,5,7944259.20,13289334.00,10602734.40,5,1,65883714.00
Hybridized,5,4,8129484.50,12573166.00,11273276.75,4,1,57726103.00
Hybridized,5,4,8054861.00,12410199.00,11158137.50,4,1,57469001.00
Hybridized,5,5,7912215.80,12710924.00,10454934.60,5,1,64933772.00
Hybridized,5,5,8018374.00,12409620.00,10500750.80,5,1,65532663.00
Hybridized,5,4,8018777.50,12612580.00,11172505.50,4,1,57714901.00
Hybridized,5,3,8277538.33,12701421.00,12512190.67,3,1,50239010.00
Hybridized,5,2,8279981.00,12574664.00,14568337.00,2,1,41901085.00
Hybridized,5,5,8030694.00,12663859.00,10563983.60,5,1,65467310.00
Hybridized,5,2,8030578.50,12593161.00,14327936.50,2,1,41694843.00
Hybridized,5,4,8020031.75,12703720.00,11196479.25,4,1,57723245.00
Hybridized,5,2,7883328.00,12696816.00,14232366.50,2,1,41257626.00
Hybridized,5,4,8045932.75,13114397.00,11325207.25,4,1,57984351.00
Hybridized,5,1,8370219.00,12497105.00,20868472.00,1,1,33529640.00
Hybridized,5,1,7938046.00,12637352.00,20576759.00,1,1,33574895.00
Hybridized,5,4,7905357.25,12518370.00,11035544.25,4,1,57264117.00
Hybridized,5,4,11131225.00,12860334.00,14347321.25,4,1,70526046.00
Hybridized,5,5,8009981.20,12923327.00,10595177.00,5,1,65624426.00
Hybridized,5,4,7976350.50,12411064.00,11079618.00,4,1,57057900.00
Hybridized,5,3,8376036.33,12810561.00,12646967.67,3,1,50793991.00
Hybridized,5,5,7970990.60,12808677.00,10533378.00,5,1,65404902.00
Hybridized,5,5,8015397.80,12783439.00,10572541.80,5,1,65729478.00
Hybridized,5,3,8179269.67,12569640.00,12370201.67,3,1,49930687.00
Hybridized,5,5,8195575.40,12453474.00,10686874.60,5,1,66203339.00
Hybridized,5,1,7989892.00,12986125.00,20977021.00,1,1,34014529.00
Hybridized,5,1,7821142.00,12701942.00,20523965.00,1,1,33553259.00
Hybridized,5,3,8236006.67,12819633.00,12509938.33,3,1,51001133.00
