mode,keys_checked,checks_performed,avg_before_if_ns,avg_after_if_ns,avg_total_ns,checks_before_if,checks_after_if, total_decaps_time
Classic,32,4,6443959.00,12629111.00,9602029.00,4,1,51371813.00
Classic,32,23,6332330.43,12466939.00,6874682.13,23,1,170918968.00
Classic,32,4,6369655.25,13253596.00,9683486.00,4,1,51464995.00
Classic,32,12,6311185.67,12844685.00,7381955.08,12,1,101240993.00
Classic,32,21,6421999.00,12539320.00,7019578.38,21,1,160079071.00
Classic,32,5,6373151.60,12855494.00,8944954.00,5,1,57675061.00
Classic,32,8,6466131.00,12519574.00,8031652.12,8,1,77142188.00
Classic,32,5,6476004.40,12704930.00,9017385.40,5,1,58279639.00
Classic,32,31,6441802.65,12575616.00,6847933.19,31,1,225085014.00
Classic,32,9,6437379.44,12489765.00,7825525.33,9,1,83223070.00
Classic,32,25,6429594.36,12503815.00,6930235.48,25,1,186022657.00
Classic,32,9,6300853.56,12408150.00,7679998.33,9,1,81930143.00
Classic,32,3,6467513.00,12734491.00,10713121.00,3,1,44746936.00
Classic,32,22,6419651.41,12960026.00,7009157.09,22,1,167633237.00
Classic,32,10,6371014.20,12747736.00,7646159.70,10,1,89261220.00
Classic,32,21,6427687.95,12616056.00,7028849.48,21,1,161706497.00
Classic,32,5,6409416.80,12689831.00,8947961.00,5,1,57773722.00
Classic,32,13,6304689.85,13097146.00,7312471.23,13,1,107778923.00
Classic,32,29,6321727.21,12417042.00,6750216.93,29,1,208988563.00
Classic,32,1,6293928.00,12751760.00,19047030.00,1,1,31795659.00
Classic,32,30,6333713.07,12452828.00,6749214.43,30,1,215062814.00
Classic,32,1,6251992.00,12727667.00,18980648.00,1,1,31546311.00
Classic,48,46,6334585.37,12692197.00,6610763.59,46,1,316834686.00
Classic,48,14,6356553.14,12525013.00,7251727.57,14,1,114405478.00
Classic,48,39,6394135.62,12548285.00,6716355.00,39,1,274768743.00
Classic,48,29,6328143.00,12472429.00,6758598.10,29,1,208807625.00
Classic,48,38,6360273.92,12452914.00,6688320.13,38,1,266890679.00
Classic,48,18,6396877.89,12560228.00,7095125.50,18,1,140855223.00
Classic,48,36,6327393.06,12458716.00,6673789.78,36,1,253222954.00
Classic,48,34,6316221.03,12980904.00,6698341.00,34,1,240405790.00
Classic,48,38,6338369.03,12721016.00,6673542.68,38,1,266237099.00
Classic,48,16,6309641.19,12421594.00,7086282.00,16,1,126197919.00
Classic,48,46,6341664.15,12460126.00,6612874.22,46,1,316719963.00
Classic,48,17,6598296.41,12534618.00,7336385.18,17,1,137563451.00
Classic,48,12,6322098.00,12501738.00,7364361.92,12,1,101200997.00
Classic,48,24,6309181.08,12653839.00,6836799.92,24,1,177321079.00
Classic,48,48,6315010.38,12674146.00,6579415.12,48,1,328756253.00
Classic,48,44,6342796.98,12361520.00,6624105.93,44,1,304048036.00
Classic,48,17,6270594.53,12722022.00,7019368.88,17,1,131999129.00
Classic,48,16,6318559.69,12569409.00,7104628.62,16,1,126691361.00
Classic,48,30,6307083.77,12630148.00,6728388.70,30,1,214569687.00
Classic,48,44,6344712.41,12617644.00,6631861.25,44,1,304436910.00
Classic,48,40,6405812.88,12541598.00,6719773.28,40,1,281386968.00
Classic,48,47,6331946.53,12437828.00,6596925.57,47,1,322711943.00
Classic,48,40,6360404.45,12435047.00,6671691.05,40,1,280048956.00
Classic,48,38,6310954.63,12777087.00,6647626.32,38,1,265410546.00
Classic,48,18,6415817.50,12776936.00,7126223.72,18,1,141128767.00
Classic,48,1,6527339.00,12760507.00,19289074.00,1,1,31856287.00
Classic,48,19,6263605.79,12571116.00,6925582.84,19,1,144119134.00
Classic,48,2,6300725.50,12506082.00,12554678.50,2,1,37697940.00
Classic,48,17,6259550.06,12446789.00,6991980.06,17,1,131364643.00
Classic,48,4,6405296.25,12618467.00,9560756.75,4,1,50728987.00
Classic,48,33,6329045.03,12650602.00,6712718.06,33,1,234203543.00
Classic,48,25,6377082.60,12444392.00,6875244.36,25,1,185043812.00
Classic,48,43,6339403.26,12391230.00,6627866.65,43,1,297806888.00
Classic,48,6,6194344.67,12457460.00,8270980.33,6,1,62459703.00
Classic,48,38,6461027.34,12548236.00,6791607.47,38,1,270881610.00
Classic,48,14,6359658.07,12737952.00,7269901.50,14,1,114625745.00
Classic,48,48,6472370.92,12657483.00,6736459.19,48,1,336488301.00
Classic,48,38,6441702.29,12577490.00,6773023.61,38,1,270513784.00
Classic,48,6,6496799.67,12714952.00,8616587.17,6,1,64740222.00
Classic,48,13,6400503.38,13060671.00,7405611.08,13,1,108988037.00
Classic,48,3,6394135.67,12686607.00,10623590.67,3,1,44572097.00
Classic,48,37,6461721.54,12965604.00,6812590.89,37,1,264905697.00
Classic,48,34,6575267.88,12889723.00,6954898.79,34,1,249521155.00
Classic,48,27,6631589.63,13176066.00,7120229.70,27,1,205307091.00
Classic,48,46,6433481.17,12790218.00,6712047.37,46,1,321742158.00
Classic,48,25,6416038.12,12918525.00,6933246.76,25,1,186190686.00
Classic,48,16,6464756.19,12841905.00,7267929.88,16,1,129392321.00
Classic,48,2,6374544.50,12924625.00,12837733.50,2,1,38596354.00
Classic,48,43,6428521.74,12852840.00,6727884.51,43,1,302390700.00
Classic,48,46,6480418.91,12899733.00,6761397.04,46,1,323977166.00
Classic,48,35,6438051.54,12626004.00,6799311.60,35,1,251083987.00
Classic,48,39,6621198.74,12754760.00,6948840.82,39,1,284059208.00
Classic,48,27,6438443.52,12809950.00,6913416.74,27,1,199639529.00
Classic,48,38,6387903.32,12793500.00,6724956.53,38,1,269128469.00
Classic,48,33,6433062.48,12468122.00,6811361.76,33,1,237508136.00
Classic,48,43,6432563.12,12984549.00,6735247.33,43,1,302442178.00
Classic,48,47,6442296.30,13095628.00,6721331.72,47,1,328938358.00
Classic,48,30,6380437.43,12887762.00,6810344.47,30,1,217257610.00
Classic,48,26,6376503.65,12951853.00,6874963.04,26,1,191990195.00
Classic,48,1,6373863.00,13508963.00,19883834.00,1,1,32786184.00
Classic,48,22,6497157.59,12485094.00,7065205.91,22,1,168234744.00
Classic,48,17,6413560.59,12781682.00,7165872.76,17,1,134783750.00
Classic,48,3,6386476.33,12765241.00,10642418.67,3,1,44821456.00
Classic,48,7,7208749.29,12665743.00,9018835.14,7,1,75881862.00
Classic,48,41,6437245.76,12912075.00,6752637.51,41,1,290558784.00
Classic,48,35,6415716.83,12628774.00,6777129.74,35,1,250073558.00
Classic,48,10,6437328.20,12567569.00,7694530.50,10,1,90158562.00
Classic,48,7,6441197.43,12888951.00,8282997.14,7,1,71234783.00
Classic,48,15,6475448.00,12788334.00,7328614.73,15,1,123060389.00
Classic,48,47,6482500.70,12691802.00,6753166.09,47,1,330360022.00
Classic,48,14,6457450.71,12759471.00,7369331.71,14,1,116605306.00
Classic,48,48,6446354.42,13011564.00,6717881.62,48,1,335658672.00
Classic,48,32,6406007.88,12742513.00,6805585.12,32,1,230660716.00
Classic,48,32,6409454.97,13237552.00,6823613.62,32,1,231268131.00
Classic,48,36,6400082.64,12810322.00,6756366.58,36,1,256185432.00
Classic,48,4,6735801.25,12550918.00,9874465.50,4,1,52537540.00
Classic,48,13,6395009.00,12544772.00,7360411.38,13,1,108792907.00
Classic,48,11,6467156.36,12700010.00,7622234.73,11,1,96620857.00
Classic,48,35,6417518.29,12612285.00,6778738.71,35,1,250134319.00
Classic,48,15,6517346.40,12673390.00,7362933.00,15,1,123338417.00
Classic,48,32,6446265.47,12795729.00,6846762.38,32,1,231694333.00
Classic,48,29,6473895.48,12691482.00,6912087.41,29,1,213294340.00
Classic,48,13,6677285.31,13093191.00,7685214.62,13,1,112711171.00
Classic,48,4,6668104.00,13478717.00,10038568.50,4,1,53611144.00
Classic,48,7,6329869.86,12622855.00,8133651.29,7,1,69758951.00
Classic,48,26,6437898.15,13423062.00,6954758.31,26,1,193495174.00
Classic,48,30,6416025.67,13272680.00,6859446.30,30,1,219280628.00
Classic,48,8,6540919.38,12512593.00,8105862.62,8,1,77654414.00
Classic,48,27,6429570.48,13078404.00,6914469.26,27,1,199406606.00
Classic,48,40,6449784.65,13080215.00,6777347.62,40,1,284173704.00
Classic,48,12,6394017.08,12617557.00,7446019.92,12,1,102026467.00
Classic,48,10,6718182.40,12418572.00,7960708.60,10,1,92278752.00
Classic,48,19,6496392.11,12725729.00,7166581.68,19,1,149309102.00
Classic,48,37,6447018.95,12954619.00,6797593.46,37,1,264345832.00
Classic,48,19,6460827.89,12515845.00,7120019.95,19,1,148328138.00
Classic,48,8,6619794.12,12847224.00,8226411.25,8,1,78633681.00
Classic,48,34,6405243.76,12897242.00,6784969.18,34,1,243539738.00
Classic,48,34,6410310.50,12558716.00,6780040.50,34,1,243476552.00
Classic,48,38,6534412.71,12854425.00,6873198.05,38,1,274023707.00
Classic,48,35,6542552.34,13200549.00,6920198.43,35,1,255101564.00
Classic,56,12,6408469.42,12898093.00,7483752.25,12,1,102709531.00
Classic,56,14,6413536.79,12725696.00,7323031.86,14,1,115492554.00
Classic,56,40,6430989.65,12693044.00,6748698.35,40,1,282931896.00
Classic,56,28,6439875.54,12732405.00,6895047.86,28,1,206004842.00
Classic,56,42,6465670.50,12482792.00,6763566.17,42,1,296821757.00
Classic,56,5,6416626.40,12587558.00,8934858.00,5,1,57352847.00
Classic,56,9,6407535.56,12527355.00,7800008.33,9,1,83502321.00
Classic,56,33,6467224.36,12681061.00,6851918.58,33,1,239103787.00
Classic,56,42,6428920.19,12949408.00,6737679.76,42,1,295783201.00
Classic,56,34,6418917.38,12558275.00,6788696.88,34,1,243933845.00
Classic,56,18,6387428.56,12730542.00,7095174.28,18,1,140661721.00
Classic,56,34,6390459.71,12810106.00,6767712.21,34,1,243085290.00
Classic,56,2,6564775.00,12772645.00,12952354.50,2,1,38680188.00
Classic,56,5,6599009.20,12542673.00,9108485.00,5,1,58131203.00
Classic,56,14,6378867.57,12485131.00,7271056.07,14,1,114372331.00
Classic,56,39,6376623.03,12697433.00,6702674.23,39,1,274115410.00
Classic,56,27,6305162.52,12466897.00,6767279.33,27,1,195276127.00
Classic,56,33,6348198.36,12492408.00,6727194.24,33,1,235094456.00
Classic,56,2,6288273.50,12585277.00,12581739.00,2,1,37832063.00
Classic,56,31,6390766.84,12656884.00,6799505.16,31,1,223495264.00
Classic,56,22,6342473.45,12627029.00,6916890.73,22,1,165041896.00
Classic,56,4,6426235.50,12846294.00,9638575.25,4,1,51339408.00
Classic,56,52,6360343.56,12528880.00,6601708.04,52,1,355905392.00
Classic,56,4,6474944.75,12574804.00,9619486.25,4,1,51088429.00
Classic,56,46,6361335.22,12517507.00,6633797.17,46,1,317807205.00
Classic,56,27,6320933.41,12790710.00,6795030.26,27,1,196157390.00
Classic,56,33,6397337.24,12467493.00,6775620.00,33,1,237642626.00
Classic,56,20,6391621.90,12478925.00,7016069.15,20,1,153492040.00
Classic,56,2,6293348.50,12901283.00,12744876.50,2,1,38242591.00
Classic,56,35,6360428.49,12796990.00,6726441.54,35,1,248249120.00
Classic,56,52,6319023.12,12375718.00,6557405.79,52,1,354151674.00
Classic,56,44,6329736.05,12670326.00,6618069.93,44,1,304085746.00
Classic,56,17,6426754.29,12765791.00,7178263.94,17,1,134794741.00
Classic,56,34,6361788.44,12710642.00,6736060.59,34,1,241994068.00
Classic,56,37,6398536.41,13010091.00,6750695.81,37,1,262435148.00
Classic,56,39,6313605.03,12618149.00,6637516.08,39,1,271815726.00
Classic,56,38,6380010.50,12924163.00,6720543.47,38,1,268161897.00
Classic,56,51,6382304.39,13262583.00,6642853.02,51,1,351516389.00
Classic,56,48,6356991.65,12660069.00,6621133.04,48,1,330674546.00
Classic,56,21,6371962.00,13014726.00,6992178.57,21,1,159399611.00
Classic,56,14,6447806.93,12745116.00,7358722.71,14,1,116136830.00
Classic,56,9,6358889.78,12482655.00,7746419.22,9,1,82425408.00
Classic,56,32,6385313.97,12552576.00,6778013.66,32,1,229688149.00
Classic,56,13,6262449.15,14049385.00,7343495.92,13,1,108074279.00
Classic,56,1,6650899.00,12756605.00,19409358.00,1,1,32679831.00
Classic,56,4,6216816.00,12383780.00,9313132.75,4,1,49965799.00
Classic,56,8,6261191.50,12541622.00,7829336.88,8,1,75222481.00
Classic,56,29,6338127.21,12719530.00,6777142.69,29,1,209305301.00
Classic,56,48,6354862.92,12477567.00,6615260.17,48,1,330500510.00
Classic,56,44,6365366.64,12917284.00,6659453.86,44,1,306119257.00
Classic,56,34,6348172.26,13188475.00,6736557.09,34,1,241870846.00
Classic,56,36,6350333.78,12626609.00,6701527.58,36,1,254236214.00
Classic,56,3,6386694.33,12769778.00,10644067.33,3,1,44678730.00
Classic,56,26,6358375.81,12537896.00,6841122.85,26,1,190706285.00
Classic,56,37,6472671.84,12452863.00,6809752.16,37,1,264679098.00
Classic,56,52,6411838.00,12541813.00,6653616.12,52,1,358918020.00
Classic,56,25,6409655.84,12612116.00,6914732.20,25,1,185681038.00
Classic,56,22,6674522.32,12527093.00,7244446.05,22,1,172137181.00
Classic,56,49,6390511.69,12482605.00,6645737.49,49,1,338830685.00
Classic,56,46,6381172.46,12510814.00,6653547.00,46,1,319106459.00
Classic,56,9,6323731.33,12450721.00,7707531.78,9,1,82085523.00
Classic,56,49,6355050.06,12453552.00,6609571.98,49,1,336904672.00
Classic,56,9,7156769.44,13314423.00,8637243.78,9,1,90395618.00
Classic,56,53,6381511.21,12766901.00,6622946.00,53,1,363822196.00
Classic,56,8,6505946.62,12861175.00,8114309.75,8,1,77572590.00
Classic,56,39,6445561.92,13003249.00,6779514.74,39,1,277184067.00
Classic,56,42,6355853.55,12588474.00,6656092.14,42,1,292243889.00
Classic,56,19,6437200.16,12500827.00,7095902.74,19,1,148376593.00
Classic,56,52,6384257.69,12695232.00,6628975.98,52,1,357603464.00
Classic,56,12,6381438.83,13235776.00,7485145.25,12,1,103093797.00
Classic,56,22,6378211.50,12543411.00,6948876.73,22,1,165657034.00
Classic,56,39,6391878.05,12713826.00,6718421.23,39,1,274749837.00
Classic,56,55,6358268.02,12818411.00,6591881.00,55,1,375236201.00
Classic,56,14,6393355.07,12706449.00,7301598.36,14,1,115133316.00
Classic,56,51,6383155.16,12464985.00,6628162.04,51,1,351253268.00
Classic,56,23,6376493.48,12363561.00,6914471.65,23,1,172100290.00
Classic,56,39,6334226.08,13102092.00,6670542.90,39,1,272807641.00
Classic,56,18,6348525.39,12647793.00,7051786.44,18,1,140327082.00
Classic,56,14,6348706.36,12533807.00,7244652.00,14,1,114328525.00
Classic,56,42,6418436.52,13873170.00,6749147.95,42,1,296350051.00
Classic,56,11,6313139.45,12566512.00,7455922.45,11,1,94687295.00
Classic,56,21,6588943.81,12474852.00,7183626.43,21,1,163837231.00
Classic,56,18,6358962.61,12432561.00,7050248.72,18,1,139535927.00
Classic,56,24,6376922.62,12806319.00,6911054.25,24,1,178782344.00
Classic,56,48,6450008.54,12482734.00,6710508.40,48,1,335222946.00
Classic,56,11,6340728.36,12593439.00,7486056.73,11,1,95102963.00
Classic,56,15,6337457.27,12480048.00,7169811.87,15,1,120142924.00
Classic,56,12,6420106.00,12863372.00,7492688.33,12,1,102966342.00
Classic,56,51,6410258.76,12915640.00,6663888.06,51,1,352511464.00
Classic,56,46,6522050.39,12858585.00,6801981.72,46,1,325804944.00
Classic,56,17,6354728.18,12623840.00,7097706.76,17,1,133423439.00
Classic,56,11,6605766.73,12836358.00,7773246.27,11,1,98445625.00
Classic,56,39,6571636.05,13890888.00,6928345.26,39,1,283808586.00
Classic,56,12,6715806.50,13540842.00,7844657.58,12,1,106735595.00
Classic,56,12,6521116.92,12718996.00,7581863.50,12,1,104111074.00
Classic,56,53,6354284.28,12771350.00,6595699.21,53,1,362305143.00
Classic,56,19,6362990.32,12513909.00,7022062.32,19,1,146542707.00
Classic,56,46,6448058.54,12643176.00,6723466.54,46,1,322393966.00
Classic,56,48,6391200.65,13642398.00,6675922.56,48,1,333320248.00
Classic,56,1,6424622.00,13530620.00,19956336.00,1,1,33147122.00
Classic,250,31,6375961.23,12624170.00,6783602.35,31,1,223008597.00
Classic,250,99,6403057.55,12542242.00,6530136.66,99,1,659543873.00
Classic,250,208,6403715.25,12837746.00,6465886.12,208,1,1357895059.00
Classic,250,36,6396095.36,12843586.00,6753376.92,36,1,255898282.00
Classic,250,13,6401067.77,12488138.00,7362232.15,13,1,108604126.00
Classic,250,82,6382401.70,12431532.00,6534517.13,82,1,548841401.00
Classic,250,233,6402887.21,12829770.00,6458478.41,233,1,1518453607.00
Classic,250,167,6398184.17,12543087.00,6473707.37,167,1,1094005251.00
Classic,250,188,6411990.36,13044782.00,6481763.30,188,1,1231539553.00
Classic,250,239,6362826.36,12666036.00,6416249.15,239,1,1546502324.00
Classic,250,61,6357017.28,12867972.00,6568398.89,61,1,413489428.00
Classic,250,113,6455111.51,12754041.00,6568378.99,113,1,755546986.00
Classic,250,195,6362780.56,12577171.00,6427836.21,195,1,1266850595.00
Classic,250,56,6436760.02,12549327.00,6661339.55,56,1,385801618.00
Classic,250,57,6400947.53,12461924.00,6620123.70,57,1,390167354.00
Classic,250,85,6406659.72,12844412.00,6558331.48,85,1,570677333.00
Classic,250,214,6410339.93,12626109.00,6469889.33,214,1,1397843941.00
Classic,250,111,6381471.70,12952009.00,6498558.04,111,1,734475266.00
Classic,250,23,6374711.57,12514919.00,6919300.65,23,1,172506495.00
Classic,250,35,6345437.60,12450671.00,6701595.20,35,1,247264397.00
Classic,250,243,6352867.37,12576168.00,6405020.53,243,1,1569641779.00
Classic,250,7,6381591.57,12781985.00,8208342.86,7,1,70150996.00
Classic,250,44,6366810.75,12681300.00,6655478.09,44,1,305578902.00
Classic,250,65,6365022.02,12449116.00,6556931.49,65,1,439078601.00
Classic,250,18,6381684.67,12583766.00,7081307.22,18,1,140631974.00
Classic,250,28,6396038.11,12507293.00,6843175.00,28,1,204885950.00
Classic,250,114,6353468.94,12658103.00,6464949.99,114,1,750019459.00
Classic,250,197,6407238.23,12893612.00,6473121.98,197,1,1288229177.00
Classic,250,108,6371561.19,12628369.00,6488877.11,108,1,713753526.00
Classic,250,147,6367361.35,12791536.00,6454780.93,147,1,961700346.00
Classic,250,44,6339822.20,12750391.00,6630013.43,44,1,304613065.00
Classic,250,171,6379938.68,12515947.00,6453532.33,171,1,1116401721.00
Classic,250,90,6384201.91,12635288.00,6525051.11,90,1,600265023.00
Classic,250,223,6420161.70,12585288.00,6477114.93,223,1,1457868023.00
Classic,250,196,6372171.91,12516929.00,6436530.15,196,1,1275428227.00
Classic,250,92,6362737.67,12728645.00,6501501.58,92,1,611111351.00
Classic,250,90,6362759.36,12557823.00,6502783.01,90,1,598369371.00
Classic,250,188,6387140.82,12935528.00,6456381.28,188,1,1226891520.00
Classic,250,77,6371324.04,12794779.00,6537884.58,77,1,516754472.00
Classic,250,236,6363100.10,12602445.00,6416918.53,236,1,1527657943.00
Classic,250,152,6373394.92,12460997.00,6455772.16,152,1,994548173.00
Classic,250,98,6359586.32,12474359.00,6487295.47,98,1,648605294.00
Classic,250,57,6353047.70,12671498.00,6575794.56,57,1,388287794.00
Classic,250,189,6385309.23,12681627.00,6452856.31,189,1,1233065881.00
Classic,250,75,6462888.67,12602021.00,6631360.07,75,1,510527330.00
Classic,250,126,6412426.41,12561845.00,6512607.47,126,1,833576224.00
Classic,250,228,6392997.28,13280452.00,6451907.51,228,1,1484109788.00
Classic,250,74,6379525.49,12524676.00,6549254.12,74,1,497588079.00
Classic,250,170,6419186.02,12848298.00,6495391.82,170,1,1117049614.00
Classic,250,123,6398949.96,12727318.00,6502863.03,123,1,812898602.00
Classic,250,126,6390311.37,12779196.00,6492154.60,126,1,830911334.00
Classic,250,239,6412752.28,12563209.00,6465735.26,239,1,1558585351.00
Classic,250,148,6383414.02,12888642.00,6470893.43,148,1,970789100.00
Classic,250,32,6380651.47,12947952.00,6785784.69,32,1,230352505.00
Classic,250,48,6394243.33,12529736.00,6655706.75,48,1,332212501.00
Classic,250,70,6385100.97,12524133.00,6564528.73,70,1,472710517.00
Classic,250,220,6409297.27,12771241.00,6467881.30,220,1,1435911121.00
Classic,250,125,6418669.30,13353864.00,6526016.85,125,1,828917307.00
Classic,250,61,6427113.18,12934255.00,6639725.84,61,1,417742456.00
Classic,250,166,6405309.42,12671132.00,6482178.99,166,1,1089022772.00
Classic,250,43,6367565.02,12821924.00,6666353.07,43,1,299373763.00
Classic,250,36,6424004.08,12600294.00,6774735.61,36,1,257195952.00
Classic,250,243,6401616.77,12477728.00,6453485.21,243,1,1581468287.00
Classic,250,215,6396570.85,12614862.00,6455627.00,215,1,1401105188.00
Classic,250,198,6366919.81,12508732.00,6430639.86,198,1,1286702727.00
Classic,250,168,6426528.07,12668884.00,6502338.51,168,1,1105375423.00
Classic,250,176,6443497.66,12454114.00,6514714.05,176,1,1159921741.00
Classic,250,142,6419821.23,12630155.00,6509307.89,142,1,937642164.00
Classic,250,41,6443683.10,12890558.00,6758681.37,41,1,290365954.00
Classic,250,24,6363331.58,13110884.00,6910133.71,24,1,179788382.00
Classic,250,156,6382919.36,12449911.00,6463147.61,156,1,1021268108.00
Classic,250,13,6460384.69,12579491.00,7428788.92,13,1,109562780.00
Classic,250,24,6318364.46,12690199.00,6847504.46,24,1,177326507.00
Classic,250,7,6335290.43,12481868.00,8118931.57,7,1,69637077.00
Classic,250,8,6469198.12,12742404.00,8062723.62,8,1,77400724.00
Classic,250,160,6361820.26,12813719.00,6442305.03,160,1,1044015691.00
Classic,250,171,6393675.78,12668079.00,6468188.50,171,1,1119078956.00
Classic,250,67,6347137.33,12463357.00,6533536.10,67,1,450868066.00
Classic,250,164,6425314.18,12576111.00,6502410.49,164,1,1079165188.00
Classic,250,132,6416979.30,12600032.00,6512864.70,132,1,872517963.00
Classic,250,81,6376364.05,12843238.00,6535366.51,81,1,542397881.00
Classic,250,217,6410749.22,13298050.00,6472584.58,217,1,1417934724.00
Classic,250,121,6522621.55,12851908.00,6629429.61,121,1,815318777.00
Classic,250,207,6420147.07,13271933.00,6484882.34,207,1,1355344617.00
Classic,250,143,6375696.27,12598377.00,6464203.80,143,1,937664982.00
Classic,250,180,6383420.99,12709204.00,6454445.18,180,1,1174916106.00
Classic,250,165,6364306.24,12854708.00,6442626.10,165,1,1076298672.00
Classic,250,97,6368554.55,12723856.00,6500129.52,97,1,643612833.00
Classic,250,71,6424636.39,12536119.00,6601686.15,71,1,481845292.00
Classic,250,242,6429517.96,12932785.00,6483488.89,242,1,1582498763.00
Classic,250,12,6406368.17,12553393.00,7452994.42,12,1,102263265.00
Classic,250,60,6388897.30,12633300.00,6599938.13,60,1,409203055.00
Classic,250,89,6472870.67,12461441.00,6613551.82,89,1,601629002.00
Classic,250,42,6334370.50,12465724.00,6631496.14,42,1,291177241.00
Classic,250,47,6509588.15,12795811.00,6782312.57,47,1,331816825.00
Classic,250,91,6376594.43,12530264.00,6514709.34,91,1,605652087.00
Classic,250,25,6373797.16,12851389.00,6888232.24,25,1,185623330.00
Classic,250,168,6384401.51,12436237.00,6458829.24,168,1,1098588421.00
Classic,250,108,6426812.87,12851277.00,6546326.89,108,1,719920560.00
Classic,250,121,6384518.87,12497073.00,6488214.02,121,1,798113554.00
Classic,400,233,6381299.92,12867369.00,6436946.30,233,1,1513081289.00
Classic,400,371,6388228.73,12718370.00,6422905.70,371,1,2397079607.00
Classic,400,283,6371918.83,13632476.00,6420438.41,283,1,1830202859.00
Classic,400,236,6387899.06,13092253.00,6443755.17,236,1,1534005008.00
Classic,400,399,6407977.98,13193247.00,6441553.65,399,1,2583663591.00
Classic,400,368,6389984.83,12649722.00,6424823.42,368,1,2377518941.00
Classic,400,36,6425738.61,13438398.00,6799514.14,36,1,257745029.00
Classic,400,9,6494323.89,12400710.00,7872612.33,9,1,84144728.00
Classic,400,361,6380643.83,12457699.00,6415587.35,361,1,2329425427.00
Classic,400,107,6382273.53,12570505.00,6500223.65,107,1,708461646.00
Classic,400,283,6369044.55,12528630.00,6413707.48,283,1,1828214599.00
Classic,400,110,6369293.71,12847682.00,6486540.24,110,1,726499474.00
Classic,400,241,6437505.84,12959474.00,6491772.42,241,1,1577717645.00
Classic,400,97,6354340.87,12590983.00,6484478.31,97,1,642420788.00
Classic,400,375,6387925.83,13032927.00,6423136.70,375,1,2422418390.00
Classic,400,155,6457207.94,13294186.00,6543531.01,155,1,1027383522.00
Classic,400,136,6415885.49,12790256.00,6510481.82,136,1,898434186.00
Classic,400,63,6429227.48,12853611.00,6633864.54,63,1,431019251.00
Classic,400,6,6359106.83,12570223.00,8454914.50,6,1,63751245.00
Classic,400,320,6404737.22,13057660.00,6446066.91,320,1,2076081242.00
Classic,400,210,6367489.01,12892337.00,6429299.16,210,1,1363308536.00
Classic,400,218,6418752.57,12831522.00,6478262.82,218,1,1425430775.00
Classic,400,222,6400626.76,12496268.00,6457418.93,222,1,1447046032.00
Classic,400,22,6299398.36,12575101.00,6871306.82,22,1,163918960.00
Classic,400,244,6388729.92,12590921.00,6440887.00,244,1,1584730206.00
Classic,400,335,6397277.34,12493533.00,6435068.86,335,1,2168905045.00
Classic,400,331,6394239.50,12783445.00,6433340.80,331,1,2142743286.00
Classic,400,261,6407011.74,12540539.00,6455612.46,261,1,1698344680.00
Classic,400,190,6365464.68,12848236.00,6433544.54,190,1,1235564482.00
Classic,400,185,6366251.43,12403835.00,6433723.04,185,1,1203316216.00
Classic,400,247,6350656.89,12474039.00,6401529.19,247,1,1594222960.00
Classic,400,23,6363526.91,12436231.00,6904726.13,23,1,171493339.00
Classic,400,119,6343300.00,12414974.00,6447968.74,119,1,780293373.00
Classic,400,113,6368008.63,12677763.00,6480585.23,113,1,745285466.00
Classic,400,262,6360353.95,12623507.00,6408880.83,262,1,1692119094.00
Classic,400,232,6436220.97,12697082.00,6491373.88,232,1,1518987765.00
Classic,400,289,6428487.49,12765407.00,6473214.92,289,1,1885249056.00
Classic,400,287,6400261.90,12571245.00,6444491.81,287,1,1862810786.00
Classic,400,69,6450203.07,13668070.00,6648755.52,69,1,471704840.00
Classic,400,290,6397799.77,12711697.00,6442013.81,290,1,1882744303.00
Classic,400,230,6358185.22,12596232.00,6413319.39,230,1,1488233065.00
Classic,400,92,6392973.25,12705188.00,6531495.49,92,1,613819875.00
Classic,400,222,6437338.52,12610095.00,6494621.40,222,1,1455028672.00
Classic,400,276,6370628.02,12493255.00,6416320.37,276,1,1784236121.00
Classic,400,21,6394474.14,12470572.00,6988755.10,21,1,159583803.00
Classic,400,389,6376632.39,12588514.00,6409405.23,389,1,2506389373.00
Classic,400,207,6360314.02,12400659.00,6420643.95,207,1,1342149190.00
Classic,400,396,6368966.66,12569459.00,6401128.96,396,1,2547999361.00
Classic,400,342,6354886.89,12469482.00,6391829.95,342,1,2199630377.00
Classic,400,108,6363449.40,12808656.00,6482465.40,108,1,712973464.00
Classic,400,153,6349802.63,12648419.00,6432871.88,153,1,997213235.00
Classic,400,24,6431812.50,12556058.00,6955504.75,24,1,179888599.00
Classic,400,114,6495195.72,12731566.00,6607400.38,114,1,766669972.00
Classic,400,372,6410708.17,12736948.00,6445480.03,372,1,2411293689.00
Classic,400,32,6352912.62,12518539.00,6744570.44,32,1,228717929.00
Classic,400,17,6451583.59,12497815.00,7187325.76,17,1,135181230.00
Classic,400,95,6364197.76,12628325.00,6497464.27,95,1,630212746.00
Classic,400,43,6340049.19,12494441.00,6631020.98,43,1,298104988.00
Classic,400,43,6362271.02,12524279.00,6653973.42,43,1,299234555.00
Classic,400,111,6401565.83,12477172.00,6514384.57,111,1,736233981.00
Classic,400,311,6386026.60,12535977.00,6426712.21,311,1,2011924068.00
Classic,400,40,6391080.00,12486319.00,6703621.22,40,1,281005221.00
Classic,400,62,6418399.53,12878933.00,6626544.29,62,1,423923064.00
